"id","length","text","isbn_new","year_min","year_max","record","group"
1997,2,"osprey pub;;osprey publishing","1--85532;1--4728","1999","2016",3,37
1998,1,"other stories","1--908276","2016","2016",1,88
1999,1,"otmoor publishing","1--910303","2015","2015",1,88
2000,1,"outside reading","0--9718801","2014","2014",1,16
2001,1,"outskirts press inc","1--4327","2011","2011",1,10
2002,1,"oxbow books","1--78570;1--78297;1--84217","2013","2019",10,1199
2003,1,"oxfod university press","0--19","1997","1997",1,1198
2004,1,"oxford u. press","0--19","1953","1953",1,48
2005,3,"oxford univ. pr.;;oxford univ. press;;oxford university press","1--4294;1--281;0--444;0--7221;4--89358;0--19","1965","uuuu",217,1201
2006,1,"oxford university press for the international institute for strategic studies","1--136","1995","1995",1,93
2007,1,"oxmoor house","0--8487","2014","2014",1,1193
2008,1,"p and r publishing","1--59638","2013","2013",2,177
2009,1,"p. allan","0--86003;0--312","1986","1986",1,1194
2010,2,"p. bedrick books;;peter bedrick books","0--87226","1987","1988",2,80
2011,2,"p. lang;;peter lang","3--0343;1--78707;0--8204;1--4331","1996","2018",5,80
2012,1,"p. stephens","0--85059","1980","1980",1,363
2013,1,"pace enterprises inc","0--615","2016","2016",1,1275
2014,1,"packt","1--78588","2017","2017",1,48
2015,1,"packt publishing","1--84969;1--78328;0--203;1--78528;1--78398;1--299;1--78439;1--78217;1--78355","2013","2015",17,48
2016,1,"packt publishing ltd","1--84969","2012","2012",1,48
2017,1,"page publishing inc","1--62838;1--64138","2014","2018",2,10
2018,1,"page street publishing co","1--62414","2019","2019",1,313
2019,1,"paizo","0--7653","2012","2014",2,1177
2020,1,"palgrave","1--137","2016","2018",3,24
2021,1,"palgrave maccmillan","1--137","2015","2015",1,24
2022,1,"palgrave macmillan","1--349;1--306;1--322;1--137;1--299;3--319;0--230;1--4039","2003","2018",89,1172
2023,1,"palibrio","1--4633;1--5065","2012","2018",2,1169
2024,1,"pals program","1--5439","2018","2018",1,1167
2025,1,"pan","0--330;1--925481","1981","2017",2,1166
2026,1,"pan books","0--330;1--5098","1967","2016",6,16
2027,1,"pan stanford publishing","981--4411","2014","2014",1,284
2028,1,"pangolin london","0--9926582","2015","2015",1,1163
2029,1,"panini publishing","1--84653","2017","2017",1,16
2030,1,"panopticon media corporation","1--7320607","2018","2018",1,10
2031,1,"pantheon books","0--394","1975","1993",3,16
2032,1,"papercutz","1--59707;1--62991","2013","2016",2,1168
2033,1,"paperjacks","0--7701","1987","1987",1,1158
2034,1,"paperstar","0--698","1998","1998",1,1160
2035,1,"paradigm publishers","1--59451","2008","2008",1,12
2036,1,"paragon","0--399","1979","1979",1,1157
2037,1,"paragon house","1--55778","1973","1996",2,1153
2038,1,"pará.grafo editora","85--93600","2017","2017",1,72
2039,1,"park street press","1--62055","2018","2018",1,72
2040,1,"parker pub. co","0--13","1983","1983",1,87
2041,1,"parkstone international","1--78160","2013","2013",1,87
2042,1,"parkwood press","1--4752","2011","2011",1,1150
2043,1,"parragon","1--4748;1--4075;1--4723;1--4054;1--5270;1--78186","2003","2018",15,61
2044,1,"parragon books ltd","1--4748;1--4723","2013","2016",3,179
2045,1,"parragon press","0--7525","2002","2002",1,1149
2046,2,"parragon pub;;parragon publishing","1--4054;0--7525","2002","2006",3,393
2047,1,"parthenon pub. group","0--940813","1987","1987",1,393
2048,1,"partners connected health","0--692","2017","2017",1,1151
2049,1,"pasque flower press","0--578","2013","2013",1,1143
2050,1,"patheos press","1--939221","2015","2015",1,1141
2051,1,"pathfinder","0--87348","2011","2011",1,1142
2052,1,"pathfinder press","0--87348","1972","1973",2,1139
2053,1,"patricia anne rivers?","0--9555415","2013","2013",1,1140
2054,1,"paul h. brookes publishing co","1--59857","2016","2016",1,1144
2055,1,"paul joe provenzano","0--9672259","1999","1999",1,12
2056,1,"paul stroble","0--9674086","1999","1999",1,1184
2057,1,"pauline books and media","0--8198","1996","1996",1,1131
2058,1,"paulist press","0--8091","1990","1990",1,12
2059,1,"paws and claws publishing llc","0--9846724","2012","2012",1,283
2060,1,"peachpit press","0--321;0--13","2007","2014",4,12
2061,1,"peachtree professional education inc","0--557","2010","2010",1,12
2062,1,"peanut butter publishing","0--89716","1998","1998",1,12
2063,1,"pearson","0--321;1--292;0--273;0--13","2012","2018",16,277
2064,1,"pearson custom publishing","0--536","2004","2004",1,1135
2065,1,"pearson education","0--13;0--7897;0--582;0--321;1--4082","2000","2015",6,395
2066,1,"pearson education inc","0--321;0--13","2015","2015",2,281
2067,1,"pearson education limited","1--292","2014","2015",2,16
2068,1,"pearson learning solutions","1--256;1--269","2012","2014",3,303
2069,1,"peepal tree press ltd","1--84523","2016","2016",1,279
2070,1,"peeters","2--7584;90--429","2010","2017",2,279
2071,1,"pegasus books","1--60598;1--68177","2016","2017",2,1120
2072,1,"peguin books","0--14","1993","1993",1,433
2073,2,"pelican pub. co;;pelican publishing company","1--4556;0--88289","1990","2016",2,16
2074,1,"pen and sword history","1--4738","2014","2014",1,16
2075,1,"pen and sword military","1--4738","2015","2015",1,42
2076,1,"pendle hill","0--87574","1989","1989",1,16
2077,1,"penelope ward","1--5236","2016","2016",1,16
2078,1,"pengin books","0--14","2009","2009",1,16
2079,1,"penguin","0--451;0--14;0--441","1965","2011",24,16
2080,1,"penguin books","1--59420;1--101;0--241;1--4059;0--14","1971","2018",58,16
2081,1,"penguin books ltd","0--14","1983","1983",1,90
2082,1,"penguin classics","0--14","2014","2014",1,16
2083,1,"penguin group","0--451;0--14;1--4242;0--425","1994","2014",6,397
2084,1,"penguin group usa","1--9848","2018","2018",1,40
2085,1,"penguin handbook","0--14","1972","1972",1,1109
2086,1,"penguin press","0--7352","2018","2018",1,1111
2087,1,"penguin random house","0--8041","2014","2014",2,16
2088,1,"penguin usa","1--58567;1--84159","2001","2001",1,16
2089,1,"pennsylvania state university press","0--271","2018","2019",2,16
2090,1,"pentech press","0--7273","1980","1980",1,1103
2091,1,"people's medical publishing house","1--60795","2012","2012",1,101
2092,1,"perennial","0--06;0--688","2000","2005",4,1104
2093,1,"perennial currents","0--06","2005","2005",1,179
2094,1,"perennial library","0--06","1978","1986",2,30
2095,1,"perfect crime books","1--935797","2010","2010",1,30
2096,1,"perfect edge books","1--78099","2013","2013",1,30
2097,1,"perfection form company","0--89598","1983","1983",1,167
2098,1,"performance mastery project","0--578","2018","2018",1,16
2099,1,"pergamon","0--08","1969","1969",1,1102
2100,1,"pergamon press","1--4832;1--4831;0--08","1960","1985",17,1098
2101,1,"pergamon press ltd","1--4832;1--4831","1962","1985",3,16
2102,1,"perigee","0--399;0--448","1983","1983",1,1096
2103,1,"perigee books","0--399","1982","1982",1,57
2104,1,"periplus editions","962--593","1999","1999",1,1094
2105,1,"periscope","1--85964","2015","2015",1,1095
2106,1,"perma-bound books","0--605","2012","2012",1,1092
2107,1,"permanent press","1--57962","2011","2011",1,1093
2108,1,"perseus pub","0--7382","2001","2002",2,93
2109,1,"perseverance press","1--56474","2011","2015",2,1091
2110,1,"personality insights","0--9641080","1998","1998",1,1090
2111,1,"peter henry atkins","0--646","2013","2013",1,399
2112,1,"peter lang edition","3--631","2016","2016",1,1087
2113,1,"peter lang publishing inc","1--4331","2014","2014",1,205
2114,1,"peter pauper press inc","0--88088","1982","1982",1,205
2115,1,"peterson institute for international economics","0--88132","2014","2016",2,205
2116,1,"peterson's","0--7689;1--56079","1998","2018",2,1086
2117,1,"pflaum publishing group","0--937997","2001","2001",1,1085
2118,1,"phaidon","0--7148","1978","2013",3,40
2119,1,"phaidon press","0--7148","2011","2011",1,55
2120,1,"phaidon press limited","0--7148","2017","2017",1,400
2121,1,"phil's photo","0--935603","1991","1991",1,1089
2122,1,"philadelphia","1--84819","2014","2014",1,1080
2123,1,"philadelphia museum of art","0--271;0--300;0--87633","2004","2012",2,314
2124,1,"philip allan updates","1--4441","2008","2008",1,48
2125,1,"phoenix","1--85799;1--4091","1993","2013",2,48
2126,1,"phoenix international","1--5037","2016","2016",1,24
2127,1,"phoenix rising press","1--936429","2013","2013",1,1078
2128,1,"piatkus","0--349","2016","2018",3,1073
2129,1,"picador","0--312","1996","2004",2,63
2130,1,"picador usa","0--312","1999","1999",1,178
2131,1,"piccolo picture books","0--330","1983","1983",1,24
2132,1,"pickering and chatto","1--78144","2004","2010",2,275
2133,1,"pickering and chatto ltd","1--84893","2015","2015",1,1068
2134,1,"pickwick publications","1--4982","2018","2018",1,401
2135,1,"picture corgi","0--552","2015","2015",1,1072
2136,1,"picture piper","0--330","1985","1985",1,61
2137,1,"picture window books","1--4048;1--4795","2007","2015",2,1065
2138,1,"pigtale publishing","1--888284","2014","2014",1,1066
2139,1,"pilgrim books","0--937664;0--905473","1980","1980",1,1060
2140,1,"pilgrim press","0--8298","2012","2012",1,1058
2141,1,"pine rim publishing","0--692","2017","2017",1,65
2142,1,"pineapple press inc","1--56164","2014","2014",2,1055
2143,1,"pinnacle books","0--523","1980","1984",2,1057
2144,1,"pisgah press","0--9853875","2014","2014",1,6
2145,1,"pitkin pictorials","0--85372","1972","1972",1,6
2146,1,"pitman","0--273","1991","1991",1,1053
2147,1,"platte'n press","0--939650","1983","1983",1,1054
2148,1,"players press","0--88734","1990","1990",1,16
2149,1,"plenum press","0--306;1--4615;1--4684","1975","1990",6,273
2150,1,"plenum pub. corp.","0--306","1975","1975",1,273
2151,1,"plexus","0--85965","2015","2015",1,267
2152,1,"plum leaf publishing llc","0--9864069","2016","2016",1,26
2153,1,"plume","0--452;0--453;1--101","1990","2014",3,26
2154,1,"plural publishing","1--59756","2011","2018",2,26
2155,1,"plural publishing inc","1--59756","2008","2008",1,26
2156,1,"pluto press","0--7453;1--84964","2011","2018",3,223
2157,1,"pocket","1--4165","2008","2008",1,16
2158,1,"pocket books","1--4391;0--7434;1--5011;0--671;1--4165;0--939149;1--4516;0--7318","1962","2016",27,1042
2159,1,"pocket star","1--4516","2010","2010",1,402
2160,1,"pocket star books","0--671","1997","1997",1,7
2161,1,"pogo","1--62031","2017","2017",1,448
2162,1,"point","0--545","2015","2015",1,448
2163,1,"point b inc","0--9860462","2013","2013",1,1031
2164,1,"poisoned pen press","1--4642;1--59058","2008","2015",2,86
2165,1,"policy press","1--283;1--84742;1--4473","2012","2019",10,45
2166,1,"polity","1--5095;0--7456","2002","2019",12,291
2167,1,"polity press","1--5095;0--7456","2000","2019",14,1029
2168,1,"pontifical institute of mediaeval studies","1--77110","2013","2013",1,1026
2169,1,"poppy","0--316","2015","2015",1,119
2170,1,"popular library","0--445","1977","1986",2,1023
2171,1,"potter craft","0--7704","2013","2013",1,1
2172,1,"power and systems inc","0--910411","1992","1992",1,1
2173,1,"powerhouse books","1--57687","2018","2018",1,1021
2174,1,"powerkids press","1--5081;1--4994","2016","2019",5,12
2175,1,"practical pre-school books","1--909280","2013","2013",1,90
2176,1,"praeger","0--03;0--275;1--4408","1975","2018",7,12
2177,1,"praeger security international","0--313","2010","2010",1,12
2178,1,"prc","1--85648","1995","1995",1,1018
2179,2,"prentice hall;;prentice-hall","1--891053;0--675;0--13","1968","2014",22,333
2180,1,"prentice hall press","0--7352","2009","2009",1,1019
2181,1,"prentice hall ptr","0--13","2003","2003",1,354
2182,1,"prentice hall regents","0--13","uuuu","uuuu",1,48
2183,1,"presbyterian and reformed pub. co","0--87552","1985","1985",1,271
2184,1,"prestel","3--7913","2013","2018",4,271
2185,1,"previewport editions","1--58910","2001","2001",1,1017
2186,1,"price stern sloan","0--8431","1982","2003",2,16
2187,1,"priddy books","0--312","2005","2005",1,1012
2188,1,"primary research group","1--57440","2014","2014",1,1011
2189,1,"primary research group inc","1--57440","2018","2018",1,1009
2190,1,"princeton architectural press","1--56898","2012","2012",1,1008
2191,2,"princeton university press;;princeton universitypress","1--4008;0--691","1967","2018",38,96
2192,1,"proctor publications","1--882792","2000","2000",1,1007
2193,1,"productivity press","1--56327","1996","1996",1,96
2194,1,"profound impact group inc","1--942151","2016","2016",1,1002
2195,1,"prometheus books","1--59102","2008","2008",1,10
2196,1,"proquest","1--321;1--339;0--355;0--662;1--267;1--303;1--369","2008","2017",25,1004
2197,1,"proquest dissertations and theses","0--438","2019","2019",1,407
2198,1,"proquest llc","0--14;1--321;1--339;1--243","2006","2015",8,999
2199,1,"proving press","1--63337","2015","2015",1,998
2200,1,"psychology press","1--315;1--84872;0--415;1--138","2013","2015",8,996
2201,1,"psychosocial press","1--887841","1999","1999",1,994
2202,1,"publicaffairs","1--5417;1--61039","2016","2018",3,16
2203,1,"published with the authorization of microsoft corporation by pearson education inc","1--5093","2019","2019",1,16
2204,1,"publisher not identified","0--9961495","2016","2016",1,16
2205,1,"publishnation","1--326","2016","2016",2,16
2206,1,"puddledancer press","1--892005","2012","2012",1,381
2207,1,"puffin","0--14;0--670;1--101","1995","2015",7,986
2208,1,"puffin books","1--4156;0--670;1--4287;1--4395;0--14;1--4177;0--698;0--451;0--606;0--7569","1963","2017",18,984
2209,1,"puffin pied piper","0--14","1994","1994",1,982
2210,1,"puffin poetry","0--14","2015","2015",1,981
2211,1,"pulp 2.0","1--5114","2015","2015",1,154
2212,1,"purdue university press","1--61249","2016","2016",1,154
2213,1,"purdue university press for the usc casden institute for the study of the jewish role in american life","1--55753","2016","2016",1,16
2214,1,"purple ash press","0--9916091","2016","2016",1,16
2215,1,"purple toad publishing","1--62469","2016","2019",2,181
2216,1,"pushkin children's books","1--78269","2013","2013",1,87
2217,1,"pushkin press","1--78227;1--78269","2016","2018",2,977
2218,1,"putnam","0--399","1973","1973",1,978
2219,1,"putnam's sons","0--399","1999","1999",1,974
2220,1,"pyramid books","0--515","1972","1972",1,973
2221,1,"p³ pub","0--7525","2002","2002",1,972
2222,1,"qeb publishing","1--68297","2016","2016",1,971
2223,1,"quail hill publishing","1--949566","2018","2018",1,168
2224,1,"quantuck lane press","0--9714548","2003","2003",1,76
2225,1,"quantum books","1--86160","2004","2004",1,76
2226,1,"quarry books","1--59253","2015","2015",1,10
2227,1,"quartet books","0--7043","1977","1977",2,406
2228,1,"que","1--56761;0--7897","1995","2012",4,16
2229,1,"quercus","1--62365;1--68144;1--78648","2012","2018",5,2
2230,1,"quercus editions","1--78648","2016","2016",2,966
2231,1,"quest books","0--8356;1--322","2009","2014",2,280
2232,1,"quirk books","1--59474;1--68369","2017","2017",2,962
2233,1,"r. bentley","0--451;0--665;0--8376","1971","1983",2,963
2234,1,"r. lespinasse","0--665","1982","1982",1,10
2235,1,"r.j.l. smith for the dean and chapter of brecon cathedral","0--9512933","1989","1989",1,21
2236,1,"r77 pub","1--58423","2004","2004",1,410
2237,1,"racehorse for young readers","1--63158","2018","2018",2,960
2238,1,"racom communications","1--933199","2012","2012",1,961
2239,1,"radcliffe publishing","1--351;1--322","2013","2013",2,16
2240,1,"raintree","1--4747;1--4062;1--4329","2013","2016",5,16
2241,1,"raintree steck-vaughn","0--8114;0--8172","1992","1992",3,16
2242,1,"rand corporation","0--8330","2013","2016",7,16
2243,1,"rand mcnally","0--528","1954","1954",1,951
2244,1,"random house","0--8129;1--101;0--679;1--4806;0--394;0--04;0--553;1--5379;0--7364;0--525;1--5247;0--399;0--385;0--375","1957","2019",18,945
2245,1,"random house children's books","0--440","2001","2001",1,943
2246,1,"random house large print","1--61793;1--59413;1--5247;1--9848;0--7393","2009","2019",4,940
2247,1,"random house trade paperbacks","0--375","2012","2012",1,938
2248,1,"raven press","0--89004","1984","1984",1,941
2249,1,"reaching press","1--9842","2017","2017",1,942
2250,1,"read books","1--4474","2011","2011",1,937
2251,1,"read books ltd","1--4455","2013","2013",1,16
2252,1,"read to grow inc","0--9837951","2011","2011",1,157
