id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
230,1,ariel press,ariel press,0--89804,1986,1986,1,1642,1642,139,139,805,768
231,1,aris and phillips,aris and phillips,1--908343,2013,2013,1,1628,1628,140,140,869,2211
232,1,arizona center for medieval and renaissance studies,arizona center for medieval and renaissance studies,0--86698;2--503,2012,2012,1,395,395,141,141,599,605
233,1,arizona highways,arizona highways,0--916179,1998,1998,1,1595,1595,142,142,1335,831
235,1,arlen house,arlen house,1--85132,2018,2018,1,1565,1565,143,143,888,703
236,1,arlington house,arlington house,0--87000,1973,1973,1,1558,1558,144,144,669,722
30,1,abbeydale press,abbeydale press,1--86147,1999,1999,1,173,173,145,145,343,261
237,1,armadillo,armadillo,1--86147;1--84322,2013,2017,2,173,173,145,145,343,261
238,1,arms and armour,arms and armour,1--85409,1998,1998,1,1530,1530,146,146,2098,797
239,1,arno,arno,0--405,1970,1970,1,134,134,147,147,227,232
240,1,arno and the new york times,arno and the new york times,0--405,1971,1971,1,134,134,147,147,227,232
241,1,arno press,arno press,0--405;87--85176,1969,1982,13,134,134,147,147,227,232
245,1,art gallery of new south wales,art gallery of new south wales,0--7347;1--85514,2006,2006,1,417,417,148,148,604,609
246,1,arte pu blico press,arte pu blico press,1--5185,2017,2017,1,1451,1451,149,149,1922,709
247,1,artech house,artech house,1--63081;1--60807,2013,2018,3,414,414,150,150,382,615
249,1,artifice books on architecture,artifice books on architecture,1--908967,2014,2014,1,1426,1426,151,151,652,857
250,1,artiqua press,artiqua press,0--9835723,2014,2014,1,1412,1412,152,152,676,2063
251,1,artworks,artworks,0--87846,2001,2001,1,1405,1405,153,153,716,645
252,1,ascd,ascd,1--4166,2012,2018,3,2085,2085,154,154,889,858
253,1,ascencia,ascencia,1--63530,2018,2018,1,1388,1388,155,155,890,859
260,1,ashgrove press,ashgrove press,1--85398,1998,1998,1,1282,1282,156,156,1856,2079
261,1,asia society,asia society,0--87848,2005,2005,1,1278,1278,157,157,854,723
262,1,aslan group publishing,aslan group publishing,1--888582,1968,1968,1,1275,1275,158,158,769,860
263,1,asm international,asm international,0--87170,1995,1995,1,1276,1276,159,159,2215,861
264,1,asm press,asm press,1--55581,2001,2015,3,1264,1264,160,160,1819,646
266,1,aspen publishers,aspen publishers,0--7355,2003,2005,3,1251,1251,161,161,654,635
267,1,aspen systems corp,aspen systems corp,0--89443,1980,1980,1,1245,1245,162,162,1813,832
268,1,asq quality press,asq quality press,0--87389,2010,2014,2,1233,1233,163,163,1892,2128
269,1,association,association,0--926508,1989,1989,1,1229,1229,164,164,725,862
270,1,association for computing machinery,association for computing machinery,0--89871;1--4503,2006,2013,2,430,430,165,165,487,387
273,1,association of research libraries,association of research libraries,1--59407,2013,2013,1,1204,1204,166,166,891,665
274,1,astm international,astm international,1--68221,2018,2018,1,1198,1198,167,167,835,863
275,1,astral,astral,0--9645867,2004,2004,1,1189,1189,168,168,2160,864
276,1,atallas publishing,atallas publishing,0--6481864,2017,2017,1,1177,1177,169,169,1944,782
277,1,atd press,atd press,1--56286,2016,2016,1,1172,1172,170,170,1336,2021
278,1,athena scientific,athena scientific,1--886529,1997,1997,1,1163,1163,171,171,806,802
282,1,atlantic council,atlantic council,1--61977,2016,2016,1,1140,1140,172,172,2039,783
288,1,atticus creative,atticus creative,0--9978974,2017,2017,1,1108,1108,173,173,771,1971
289,1,auctoris press,auctoris press,0--9778023,2015,2015,1,1102,1102,174,174,728,865
292,1,aupha press,aupha press,0--914904,1982,1982,1,1077,1077,175,175,2030,1926
293,1,austin macauley publishers,austin macauley publishers,1--78455,2015,2015,1,1067,1067,176,176,799,2069
294,1,australian institute of health and welfare,australian institute of health and welfare,1--74249,2015,2016,4,1071,1071,177,177,892,705
295,1,australian national audit office,australian national audit office,1--76033,2018,2018,2,1055,1055,178,178,872,2181
296,1,authentic,authentic,1--85078,2016,2016,1,1054,1054,179,179,859,803
297,1,author,author,1--4196,2008,2008,1,1043,1043,180,180,779,815
298,1,authorhouse,authorhouse,1--5049;1--4918;1--4969;1--4772;1--4490,2011,2015,7,230,230,181,181,164,161
299,1,authors choice press,authors choice press,0--595;1--4401,2002,2009,2,542,542,182,182,344,344
1792,1,iuniverse inc,iuniverse inc,0--595;1--4401,2007,2013,3,542,542,182,182,344,344
301,1,autonomedia,autonomedia,1--57027,2004,2004,1,1001,1001,183,183,755,669
302,1,autopress,autopress,0--85147,1970,1970,1,995,995,184,184,770,2215
303,1,autumn house,autumn house,1--873796,1998,1998,1,986,986,185,185,768,795
304,1,av by weigl,av by weigl,1--4896,2015,2019,2,183,183,186,186,340,265
305,1,av2 by weigl,av2 by weigl,1--62127;1--4896,2014,2018,3,183,183,186,186,340,265
306,1,avalon travel,avalon travel,1--63121,2017,2017,1,966,966,187,187,1893,756
307,1,avalon travel a member of the perseus books group,avalon travel a member of the perseus books group,1--61238,2014,2014,1,955,955,188,188,773,2129
308,1,ave maria press,ave maria press,1--59471,2016,2016,1,949,949,189,189,2006,2070
310,1,avi,avi,0--87055,1982,1982,1,455,455,190,190,614,382
311,1,avi pub co,avi pub co,0--87055,1977,1977,1,455,455,190,190,614,382
312,1,aviation supplies and academics,aviation supplies and academics,1--56027,2002,2002,1,932,932,191,191,701,2022
313,1,aviation supplies and academics inc,aviation supplies and academics inc,1--61954,2015,2015,1,928,928,192,192,843,2043
314,1,aviva,aviva,0--9841497,2009,2009,1,936,936,193,193,870,833
317,1,aztlan libre press,aztlan libre press,0--9897782,2014,2014,1,872,872,194,194,706,791
318,1,b and h publishing group,b and h publishing group,0--8054,2009,2009,1,867,867,195,195,2080,688
320,1,b e a n enterprises llc,b e a n enterprises llc,0--578,2015,2015,1,248,248,196,196,292,319
1316,1,furry purry press,furry purry press,0--578,2019,2019,1,248,248,196,196,292,319
2165,1,may 4th productions inc,may 4th productions inc,0--578,2010,2010,1,248,248,196,196,292,319
321,1,b renreiter,b renreiter,3--7618,2007,2007,1,848,848,197,197,2212,2084
322,1,babelcube inc,babelcube inc,1--63339,2015,2015,1,856,856,198,198,828,2044
323,1,baby professor,baby professor,1--5419,2017,2017,1,523,523,199,199,383,492
3152,1,speedy publishing,speedy publishing,1--5419,2017,2017,1,523,523,199,199,383,492
326,1,backbeat books,backbeat books,1--4950,2016,2016,1,313,313,200,200,488,493
1462,1,hal leonard corporation,hal leonard corporation,1--4950,2016,2016,1,313,313,200,200,488,493
331,1,bain and co,bain and co,0--912841,1995,1995,1,805,805,201,201,2153,2012
332,1,bainbridgebooks,bainbridgebooks,1--891696,2000,2000,1,792,792,202,202,1814,1972
333,1,baker academic,baker academic,0--8010,2001,2011,2,20,20,203,203,78,77
334,1,baker book house,baker book house,0--310;0--8010,1973,1987,5,20,20,203,203,78,77
335,1,baker books,baker books,0--8010,1998,2017,4,20,20,203,203,78,77
3785,1,zonderan pub house,zonderan pub house,0--310,1988,1988,1,20,20,203,203,78,77
3786,1,zonderkidz,zonderkidz,0--310,2002,2018,4,20,20,203,203,78,77
3787,1,zondervan,zondervan,0--310,2014,2017,3,20,20,203,203,78,77
3788,1,zondervan books,zondervan books,0--310,1989,1989,1,20,20,203,203,78,77
3789,1,zondervan pub house,zondervan pub house,0--310,1992,1992,1,20,20,203,203,78,77
336,1,balboa press,balboa press,1--4525,2014,2014,1,768,768,204,204,2029,1882
341,1,ballinger publishing,ballinger publishing,0--88410,1984,1984,1,707,707,205,205,2195,1873
343,1,bandai entertainment,bandai entertainment,1--59409,2008,2008,1,692,692,206,206,2228,1365
344,1,banned books,banned books,0--934411,1992,1992,1,688,688,207,207,1337,2155
351,1,bantam skylark book,bantam skylark book,0--7807,1992,1992,1,591,591,208,208,2172,761
353,1,barbara gaskell denvil,barbara gaskell denvil,1--5328,2016,2016,1,580,580,209,209,1820,1874
354,1,barbara karnes books,barbara karnes books,0--9621603,2009,2009,1,572,572,210,210,650,1973
355,1,barbour,barbour,1--61626,2010,2010,1,569,569,211,211,807,2224
356,1,barbour books,barbour books,1--68322,2018,2018,1,568,568,212,212,831,734
357,1,barbour publishing inc,barbour publishing inc,1--62836,2014,2014,1,527,527,213,213,458,494
3071,1,shiloh run studios,shiloh run studios,1--62836,2014,2014,1,527,527,213,213,458,494
358,1,barcharts inc,barcharts inc,1--4232;1--57222,2003,2004,2,505,505,214,214,605,606
360,1,barefoot,barefoot,1--84686,2015,2015,1,139,139,215,215,225,225
361,1,barefoot books,barefoot books,1--84686;1--84148;1--78285,2004,2013,5,139,139,215,215,225,225
362,1,barksdale foundation for furtherance of human understanding,barksdale foundation for furtherance of human understanding,0--918588,1980,1980,1,2138,2138,216,216,2007,707
367,1,barrie and jenkins,barrie and jenkins,0--257,1970,1970,1,2076,2076,217,217,855,2145
368,1,barrington stoke,barrington stoke,1--78112,2015,2018,2,315,315,218,218,611,376
369,1,barrington stoke ltd,barrington stoke ltd,1--78112,2017,2017,1,315,315,218,218,611,376
370,1,barron's,barron's,0--8120,1988,1988,1,2068,2068,219,219,2097,2071
371,1,barrons educational series,barrons educational series,1--78402,2010,2010,1,2067,2067,220,220,2175,2213
372,1,barry mccall,barry mccall,1--905989,2010,2010,1,2065,2065,221,221,860,1366
376,1,batsford,batsford,0--7134,1978,1978,1,2056,2056,222,222,2027,2174
377,1,bb bookstore,bb bookstore,1--58026,1981,1981,1,2049,2049,223,223,836,1883
379,1,bbc books,bbc books,1--78594;1--84990,2013,2015,3,532,532,224,224,607,495
380,1,bcs learning and development limited,bcs learning and development limited,1--78017,2015,2015,1,2021,2021,225,225,707,1884
381,1,beacon hill press of kansas city,beacon hill press of kansas city,0--8341,2012,2014,2,531,531,226,226,432,439
2317,1,nazarene publishing house,nazarene publishing house,0--8341,2014,2014,1,531,531,226,226,432,439
382,1,beacon press,beacon press,0--8070,1967,2014,8,2016,2016,227,227,2216,837
383,1,bearport publishing,bearport publishing,1--64280;1--68402,2018,2019,2,339,339,228,228,384,496
384,1,beau coup publishing,beau coup publishing,1--5004,2014,2014,1,1999,1999,229,229,789,698
385,1,beaufort books,beaufort books,0--8253,2015,2015,1,2005,2005,230,230,2077,1367
386,1,bedford st martin's,bedford st martin's,1--319;1--4576,2012,2016,3,332,332,231,231,595,610
390,1,belle applications,belle applications,1--9761,2018,2018,1,1975,1975,232,232,1956,2176
392,1,belt publishing,belt publishing,1--948742,2019,2019,1,1963,1963,233,233,1821,708
393,1,benchmark education company,benchmark education company,1--4108;1--60437;1--61672;1--4509,2007,2013,4,243,243,234,234,212,212
394,1,bent pine publishing,bent pine publishing,0--9960803,2015,2015,1,1936,1936,235,235,815,749
395,1,beowulf,beowulf,0--9658028,1999,1999,1,1934,1934,236,236,1964,2008
396,1,berg,berg,0--907582;1--84520;1--85973,1993,2007,3,252,252,237,237,314,294
397,1,berg publishers,berg publishers,1--84788,2010,2010,1,1911,1911,238,238,2177,2147
398,1,berghahn,berghahn,1--78238,2016,2016,1,1906,1906,239,239,662,1875
412,1,berrett koehler publishers inc,berrett koehler publishers inc,1--62656,2016,2016,1,1799,1799,240,240,2171,1927
414,1,bestseller publishing house,bestseller publishing house,0--9862515,2016,2016,1,1788,1788,241,241,2183,1974
415,1,betterlink press,betterlink press,1--60220,2014,2014,1,1778,1778,242,242,873,804
416,1,betterway home,betterway home,1--4403,2014,2014,1,237,237,243,243,217,218
1199,1,f w publications inc,f w publications inc,1--4403,2009,2009,1,237,237,243,243,217,218
1644,1,how books,how books,1--4403,2014,2014,1,237,237,243,243,217,218
2727,1,print,print,1--4403,2014,2014,1,237,237,243,243,217,218
417,1,bettis and associates,bettis and associates,0--9618828,1988,1988,1,1777,1777,244,244,1918,735
419,1,biblica,biblica,1--56320,2015,2015,1,1757,1757,245,245,777,2199
420,1,bibliomotion inc,bibliomotion inc,1--62956,2015,2015,1,1750,1750,246,246,2059,2085
421,1,big and small,big and small,1--925186;1--925247,2015,2016,2,371,371,247,247,385,388
423,1,big picture press,big picture press,1--78741,2018,2018,1,1736,1736,248,248,2157,784
424,1,binfords and mort,binfords and mort,0--8323,1990,1990,1,1737,1737,249,249,663,2182
425,1,birch brook press,birch brook press,0--9842003,2014,2014,1,1734,1734,250,250,733,670
427,1,birkha user verlag,birkha user verlag,3--7643,2001,2001,1,1726,1726,251,251,808,866
428,1,birlinn,birlinn,0--85790,2012,2012,1,1718,1718,252,252,727,653
429,1,birlinn ltd,birlinn ltd,1--78027,2015,2015,1,1712,1712,253,253,724,736
430,1,biteback,biteback,1--84954,2013,2013,1,307,307,254,254,449,612
2886,1,robson press,robson press,1--84954,2015,2015,1,307,307,254,254,449,612
431,1,biteback publishing,biteback publishing,1--78590,2017,2017,1,1703,1703,255,255,1338,867
432,1,bitter lemon press,bitter lemon press,1--908524,2014,2014,1,1698,1698,256,256,2040,2156
433,1,black accent on l a press,black accent on l a press,0--9632908,1996,1996,1,1696,1696,257,257,2196,671
434,1,black buggy llc,black buggy llc,0--9715404,2007,2007,1,1695,1695,258,258,893,1368
436,1,black dog publishing,black dog publishing,1--908966,2014,2014,1,1673,1673,259,259,832,868
437,1,black irish entertainment llc,black irish entertainment llc,1--936891,2002,2002,1,1671,1671,260,260,1339,1369
438,1,black lawrence press,black lawrence press,1--62557,2015,2015,1,1665,1665,261,261,1340,869
440,1,black lizard books,black lizard books,0--88739,1987,1987,1,1640,1640,262,262,894,1370
442,1,black rose writing,black rose writing,1--61296,2014,2014,1,1621,1621,263,263,1854,699
443,1,black sparrow press,black sparrow press,0--87685,1975,1999,4,1620,1620,264,264,2060,805
446,1,blackberry rhubarb press,blackberry rhubarb press,0--9833933,2012,2012,1,1590,1590,265,265,844,2226
450,1,blackwell pub co,blackwell pub co,0--632,2006,2006,1,1693,1693,266,266,1855,2227
459,1,bloomsbury bks,bloomsbury bks,1--85471,1994,1994,1,1452,1452,267,267,694,2078
461,1,bloomsbury books,bloomsbury books,1--870630,1989,1989,1,1448,1448,268,268,895,834
74,1,adlard coles nautical,adlard coles nautical,1--4729,2016,2016,1,2,2,269,269,120,119
186,1,and c black,and c black,0--7136;0--393;1--4081,1986,2008,3,2,2,269,269,129,127
454,1,bloomsbury,bloomsbury,0--567;1--4411;1--4742;1--59990;1--4729;1--63286;1--4725;0--7475;1--4088,2002,2016,20,2,2,269,269,45,45
455,1,bloomsbury academic,bloomsbury academic,1--62892;1--350;1--306;1--4742;1--4965;1--78093;1--84966;0--8264;1--5013;1--62403;1--4725;1--4411,2003,2019,46,2,2,269,269,18,18
456,1,bloomsbury academic bloomsbury publishing plc,bloomsbury academic bloomsbury publishing plc,1--350,2019,2019,7,2,2,269,269,18,18
457,1,bloomsbury academic publishing plc,bloomsbury academic publishing plc,1--4725,2016,2016,1,2,2,269,269,18,18
458,1,bloomsbury arden shakespeare,bloomsbury arden shakespeare,1--4725;1--904271;1--4742,2016,2017,3,2,2,269,269,18,18
460,1,bloomsbury bloomsbury academic,bloomsbury bloomsbury academic,1--4725;1--4742,2017,2017,1,2,2,269,269,18,18
462,1,bloomsbury circus,bloomsbury circus,1--62040;1--4088,2015,2015,1,2,2,269,269,256,255
463,1,bloomsbury education,bloomsbury education,1--4729;1--4081,2011,2016,2,2,2,269,269,120,119
464,1,bloomsbury methuen drama,bloomsbury methuen drama,1--4725;1--350;1--4081,2015,2017,3,2,2,269,269,18,18
465,1,bloomsbury natural history,bloomsbury natural history,1--4729,2017,2017,1,2,2,269,269,120,119
466,1,bloomsbury press,bloomsbury press,1--4088;1--60819,2010,2015,2,2,2,269,269,256,255
467,1,bloomsbury publishing,bloomsbury publishing,1--63286,2018,2018,1,2,2,269,269,45,45
468,1,bloomsbury publishing inc,bloomsbury publishing inc,1--62892;1--5013;1--63557,2014,2019,5,2,2,269,269,258,257
469,1,bloomsbury publishing plc,bloomsbury publishing plc,1--5099;0--567;1--350;1--4742;1--4965;1--78093;1--4081;1--84966;1--4729;1--904271;1--62403;1--4725;1--4088,2014,2018,31,2,2,269,269,18,18
471,1,bloomsbury sigma,bloomsbury sigma,1--4729,2017,2017,1,2,2,269,269,120,119
472,1,bloomsbury sport,bloomsbury sport,1--4729,2018,2018,1,2,2,269,269,120,119
473,1,bloomsbury t and t clark,bloomsbury t and t clark,0--567,2013,2018,4,2,2,269,269,45,45
474,1,bloomsbury tandt clark,bloomsbury tandt clark,0--567,2014,2017,3,2,2,269,269,45,45
475,1,bloomsbury visual arts,bloomsbury visual arts,1--4725;1--4742,2017,2019,3,2,2,269,269,18,18
476,1,bloomsbury visual arts bloomsbury publishing plc,bloomsbury visual arts bloomsbury publishing plc,1--350,2018,2019,2,2,2,269,269,18,18
477,1,bloomsbury wildlife,bloomsbury wildlife,1--4729,2018,2018,1,2,2,269,269,120,119
523,1,bpp,bpp,0--7636,2017,2017,1,2,2,269,269,41,40
614,1,candlewick press,candlewick press,1--4965;0--7636;0--329;1--56402;1--5362;1--4131,1994,2019,27,2,2,269,269,41,40
745,1,christopher helm,christopher helm,1--4081,2013,2013,1,2,2,269,269,18,18
820,1,continuum,continuum,0--8044;0--8264;1--4411,1981,2012,11,2,2,269,269,45,45
1086,1,editions a pedone,editions a pedone,1--5099,2019,2019,1,80,80,269,269,162,158
1211,1,fairchild books,fairchild books,1--62892;1--5013,2014,2016,3,2,2,269,269,258,257
1240,1,featherstone,featherstone,1--4729,2017,2017,1,2,2,269,269,120,119
1241,1,featherstone education,featherstone education,1--4729,2014,2015,2,2,2,269,269,120,119
1303,1,frederick ungar publishing co,frederick ungar publishing co,0--8044,1952,1952,1,2,2,269,269,45,45
1528,1,hart,hart,1--5099,2018,2018,1,80,80,269,269,162,158
1529,1,hart publishing,hart publishing,1--5099;1--84946;1--78225,2014,2018,7,80,80,269,269,162,158
1530,1,hart publishing bloomsbury publishing plc,hart publishing bloomsbury publishing plc,1--5099,2019,2019,1,80,80,269,269,162,158
2393,1,norton,norton,0--393,1958,uuuu,14,228,228,269,269,129,127
2395,1,nosy crow,nosy crow,0--85763;1--78800;0--7636,2015,2018,4,2,2,269,269,41,40
2824,1,rare bird books,rare bird books,1--945572;1--4965,2017,2017,2,2,2,269,269,41,40
3221,1,stone arch books,stone arch books,1--4965,2019,2019,2,2,2,269,269,41,40
3265,1,t and t clark,t and t clark,0--567;1--4411,1997,2010,7,2,2,269,269,45,45
3266,1,t and t clark international,t and t clark international,0--567;0--8264,2005,2005,1,2,2,269,269,45,45
3302,1,templar books,templar books,0--7636;1--4965,2015,2019,2,2,2,269,269,41,40
3561,1,vireo book,vireo book,1--945572;1--4965,2017,2017,2,2,2,269,269,41,40
3589,1,w w norton,w w norton,0--393,1985,2014,7,228,228,269,269,129,127
3590,1,w w norton and co,w w norton and co,0--393,1994,2014,2,228,228,269,269,129,127
3591,1,w w norton and company,w w norton and company,0--393,1978,2019,8,228,228,269,269,129,127
3592,1,w w norton and company inc,w w norton and company inc,0--393,2016,2016,1,228,228,269,269,129,127
470,1,bloomsbury reader,bloomsbury reader,1--4482,2013,2013,1,1358,1358,270,270,1945,693
478,1,blr business and legal resources,blr business and legal resources,1--68308,2015,2015,1,1323,1323,271,271,657,806
479,1,blue poppy press,blue poppy press,0--936185,2008,2008,1,1320,1320,272,272,1928,838
481,1,blue wind press,blue wind press,0--912652,1994,1994,1,1317,1317,273,273,2067,714
483,1,bluebridge,bluebridge,1--933346,2013,2013,2,507,507,274,274,386,471
3451,1,united tribes media inc,united tribes media inc,1--933346,2013,2013,1,507,507,274,274,386,471
485,1,bluestreak books,bluestreak books,1--68188,2018,2018,1,1303,1303,275,275,711,2228
486,1,bn publishing,bn publishing,1--60796,2009,2009,1,1298,1298,276,276,2081,870
487,1,boardsource,boardsource,0--925299,2002,2002,1,429,429,277,277,596,497
2294,1,national center for nonprofit boards,national center for nonprofit boards,0--925299,1994,1994,1,429,429,277,277,596,497
491,1,bold strokes books,bold strokes books,1--62639,2014,2014,1,1284,1284,278,278,1929,2023
494,1,bonnier publishing usa,bonnier publishing usa,1--4998,2018,2018,1,238,238,279,279,218,219
2032,1,little bee books,little bee books,1--4998,2018,2018,1,238,238,279,279,218,219
2033,1,little bee books inc,little bee books inc,1--4998,2017,2017,1,238,238,279,279,218,219
3762,1,yellow jacket,yellow jacket,1--4998,2018,2018,1,238,238,279,279,218,219
495,1,book guild publishing,book guild publishing,1--910508,2015,2015,2,1279,1279,280,280,1341,871
496,1,book house,book house,1--911242;1--910706,2016,2017,2,434,434,281,281,373,373
497,1,book of hope inc,book of hope inc,0--8297,1995,1995,1,432,432,282,282,489,498
1090,1,editorial vida,editorial vida,0--8297,2012,2013,2,432,432,282,282,489,498
498,1,book pub network,book pub network,1--940598,2014,2014,1,1271,1271,283,283,2226,872
499,1,book tree,book tree,1--58509,2014,2014,1,1268,1268,284,284,668,785
500,1,bookheaded learning llc,bookheaded learning llc,1--944695,2015,2015,1,1257,1257,285,285,2170,2200
501,1,bookhub publishing,bookhub publishing,0--9932256,2016,2016,1,1258,1258,286,286,856,682
502,1,books and projects,books and projects,0--9978763,2017,2017,1,1254,1254,287,287,896,2072
503,1,books for libraries press,books for libraries press,0--8369,1971,1971,2,1252,1252,288,288,897,1928
504,1,bookstand publishing,bookstand publishing,1--61863,2014,2014,1,1248,1248,289,289,695,873
505,1,booktrope editions,booktrope editions,1--62015,2015,2015,1,1242,1242,290,290,898,839
508,1,boom box,boom box,1--60886;1--68415,2014,2018,2,172,172,291,291,263,343
509,1,boom studios,boom studios,1--60886,2016,2016,1,172,172,291,291,263,343
510,1,borealis books,borealis books,0--87351,2011,2011,1,1221,1221,292,292,2048,1371
512,1,bounty books,bounty books,0--7537,2009,2009,1,1216,1216,293,293,816,816
513,1,box turtle press,box turtle press,1--893654,2018,2018,1,1214,1214,294,294,2222,2201
514,1,boxer books,boxer books,1--910126,2016,2016,1,1212,1212,295,295,802,2146
515,1,boy scouts of america,boy scouts of america,0--8395,1976,2013,6,1210,1210,296,296,899,651
516,1,boydell and brewer,boydell and brewer,0--900952,2014,2014,1,1215,1215,297,297,900,2082
517,1,boydell and brewer ltd,boydell and brewer ltd,1--78327,2017,2017,1,119,119,298,298,170,169
518,1,boydell press,boydell press,1--84615;0--87471;0--85115;1--78327,1974,2017,8,119,119,298,298,170,169
519,1,boyds mills press,boyds mills press,1--62091,2014,2014,1,1185,1185,299,299,672,807
520,1,boyertown area historical society,boyertown area historical society,0--9616068,1991,1991,1,1182,1182,300,300,845,2061
521,1,boynton cook publishers,boynton cook publishers,0--86709,1983,1983,1,1176,1176,301,301,853,1975
522,1,bpi worldwide capn a puk havus,bpi worldwide capn a puk havus,81--280,2015,2015,1,1222,1222,302,302,857,737
525,1,bramley books,bramley books,0--86283;1--84100,1993,1999,2,192,192,303,303,339,266
788,1,colour library books,colour library books,0--86283,1987,1987,1,192,192,303,303,339,266
527,1,braun center for holocaust studies and martin gilbert,braun center for holocaust studies and martin gilbert,0--88464,1992,1992,1,1158,1158,304,304,1970,769
528,1,brazen,brazen,1--62266,2013,2013,1,498,498,305,305,490,602
1154,1,entangled publishing llc,entangled publishing llc,1--62266,2013,2013,1,498,498,305,305,490,602
529,1,brea behn,brea behn,1--5197,2015,2015,1,1153,1153,306,306,901,874
530,1,brian james freeman,brian james freeman,0--9840745,2013,2013,1,1151,1151,307,307,1959,875
531,1,bridge publications,bridge publications,0--88404,1987,1987,1,448,448,308,308,609,449
2747,1,publications organization church of scientology of calif,publications organization church of scientology of calif,0--88404,1968,1968,1,448,448,308,308,609,449
532,1,bright alliance,bright alliance,0--9862826,2017,2017,1,1146,1146,309,309,1894,1885
533,1,brighter child,brighter child,1--4838,2004,2004,1,289,289,310,310,315,320
643,1,carson dellosa publishing llc,carson dellosa publishing llc,1--4838,2004,2017,3,289,289,310,310,315,320
3320,1,thinking kids,thinking kids,1--4838,2017,2017,1,289,289,310,310,315,320
537,1,brilliance audio,brilliance audio,1--4418,2009,2009,1,1137,1137,311,311,2111,711
538,1,bristol classical press,bristol classical press,1--85399;0--906515,1978,1997,3,447,447,312,312,491,389
539,1,bristol park books,bristol park books,0--88486,2010,2015,2,1138,1138,313,313,636,876
540,1,bristol university press,bristol university press,1--5292,2018,2018,1,1134,1134,314,314,2045,2229
541,1,britannica digital learning,britannica digital learning,1--62513,2015,2015,1,1133,1133,315,315,1815,1372
542,1,britannica educational publishing,britannica educational publishing,1--61530,2012,2012,1,1128,1128,316,316,790,835
544,1,british association for adoption and fostering,british association for adoption and fostering,1--907585,2013,2013,1,1123,1123,317,317,693,694
545,1,british film institute,british film institute,0--85170,2005,2005,1,1116,1116,318,318,1342,2177
