"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"pearson education inc",913811980,"0--13",2065,1,821,9
"pearson education limited",892732888,"1--292",2066,1,821,9
"pearson education limited",882448152,"1--292",2066,1,821,9
"pearson learning solutions",918566366,"1--269",2067,283,1319,490
"pearson learning solutions",862451183,"1--256",2067,283,1319,490
"pearson learning solutions",925491661,"1--269",2067,283,1319,490
"peepal tree press ltd",1014405657,"1--84523",2068,1130,1320,1758
"peeters",664654085,"90--429",2069,399,1321,456
"peeters",1017968839,"90--429",2069,399,1321,456
"pegasus books",944031074,"1--60598",2070,279,1322,367
"pegasus books",951925820,"1--68177",2070,279,1322,367
"peguin books",803041415,"0--14",2071,17,1390,7
"pelican pub co",24122153,"0--88289",2072,400,1323,368
"pelican publishing company",960931577,"1--4556",2072,400,1323,368
"pen and sword history",893685226,"1--4738",2073,280,1324,457
"pen and sword military",912310523,"1--4738",2074,280,1324,457
"pendle hill",19893117,"0--87574",2075,1125,1325,1051
"penelope ward",942848877,"1--5236",2076,332,1017,443
"pengin books",867021014,"0--14",2077,17,1390,7
"penguin",849915450,"0--14",2078,17,1390,7
"penguin",1001847565,"0--14",2078,17,1390,7
"penguin",845445902,"0--441",2078,17,1390,7
"penguin",490499720,"0--14",2078,17,1390,7
"penguin",10586410,"0--14",2078,17,1390,7
"penguin",926103884,"0--14",2078,17,1390,7
"penguin",490340618,"0--14",2078,17,1390,7
"penguin",492628681,"0--14",2078,17,1390,7
"penguin",40099704,"0--451",2078,17,1390,7
"penguin",12460176,"0--14",2078,17,1390,7
"penguin",28936945,"0--14",2078,17,1390,7
"penguin",868558065,"0--14",2078,17,1390,7
"penguin",8897133,"0--14",2078,17,1390,7
"penguin",1089681100,"0--14",2078,17,1390,7
"penguin",861676197,"0--14",2078,17,1390,7
"penguin",765623808,"0--14",2078,17,1390,7
"penguin",865246940,"0--14",2078,17,1390,7
"penguin",639962159,"0--14",2078,17,1390,7
"penguin",490665380,"0--14",2078,17,1390,7
"penguin",11633937,"0--14",2078,17,1390,7
"penguin",182639433,"0--14",2078,17,1390,7
"penguin",671254077,"0--14",2078,17,1390,7
"penguin",493087307,"0--451",2078,17,1390,7
"penguin",951259667,"0--14",2078,17,1390,7
"penguin books",936120098,"1--101",2079,42,1390,7
"penguin books",16675499,"0--14",2079,42,1390,7
"penguin books",4543466,"0--14",2079,42,1390,7
"penguin books",243497255,"0--14",2079,42,1390,7
"penguin books",1029755369,"0--14",2079,42,1390,7
"penguin books",858941392,"1--4059",2079,42,1390,7
"penguin books",1083067294,"0--241",2079,42,1390,7
"penguin books",261574318,"0--14",2079,42,1390,7
"penguin books",14716583,"0--14",2079,42,1390,7
"penguin books",5640104,"0--14",2079,42,1390,7
"penguin books",21632735,"0--14",2079,42,1390,7
"penguin books",1044725928,"0--14",2079,42,1390,7
"penguin books",37504583,"0--14",2079,42,1390,7
"penguin books",492016946,"0--14",2079,42,1390,7
"penguin books",21883963,"0--14",2079,42,1390,7
"penguin books",1039358856,"0--14",2079,42,1390,7
"penguin books",9393137,"0--14",2079,42,1390,7
"penguin books",919894823,"0--14",2079,42,1390,7
"penguin books",6564752,"0--14",2079,42,1390,7
"penguin books",8545213,"0--14",2079,42,1390,7
"penguin books",38489139,"0--14",2079,42,1390,7
"penguin books",957324610,"0--14",2079,42,1390,7
"penguin books",491788505,"0--14",2079,42,1390,7
"penguin books",891028790,"1--59420",2079,42,1390,7
"penguin books",12079521,"0--14",2079,42,1390,7
"penguin books",423758570,"0--14",2079,42,1390,7
"penguin books",6528101,"0--14",2079,42,1390,7
"penguin books",24910267,"0--14",2079,42,1390,7
"penguin books",13064557,"0--14",2079,42,1390,7
"penguin books",1020793898,"1--4059",2079,42,1390,7
"penguin books",440621529,"0--14",2079,42,1390,7
"penguin books",1090140324,"0--241",2079,42,1390,7
"penguin books",10790842,"0--14",2079,42,1390,7
"penguin books",1031853269,"0--14",2079,42,1390,7
"penguin books",15282268,"0--14",2079,42,1390,7
"penguin books",9375663,"0--14",2079,42,1390,7
"penguin books",928560083,"0--241",2079,42,1390,7
"penguin books",12803855,"0--14",2079,42,1390,7
"penguin books",2477973,"0--14",2079,42,1390,7
"penguin books",36731255,"0--14",2079,42,1390,7
"penguin books",1926987,"0--14",2079,42,1390,7
"penguin books",159942,"0--14",2079,42,1390,7
"penguin books",837178977,"0--14",2079,42,1390,7
"penguin books",13215680,"0--14",2079,42,1390,7
"penguin books",25684549,"0--14",2079,42,1390,7
"penguin books",607677209,"1--101",2079,42,1390,7
"penguin books",240843740,"0--14",2079,42,1390,7
"penguin books",919488098,"0--14",2079,42,1390,7
"penguin books",492951494,"0--14",2079,42,1390,7
"penguin books",852238343,"0--14",2079,42,1390,7
"penguin books",1001750447,"0--14",2079,42,1390,7
"penguin books",20221396,"0--14",2079,42,1390,7
"penguin books",894775853,"1--101",2079,42,1390,7
"penguin books",16681613,"0--14",2079,42,1390,7
"penguin books",1970456,"0--14",2079,42,1390,7
"penguin books",869373453,"0--14",2079,42,1390,7
"penguin books",489900541,"0--14",2079,42,1390,7
"penguin books",39911262,"0--14",2079,42,1390,7
"penguin books ltd",24934516,"0--14",2080,17,1390,7
"penguin classics",942087422,"0--14",2081,17,1390,7
"penguin group",865244370,"0--425",2082,17,1409,52
"penguin group",891161091,"0--425",2082,17,1409,52
"penguin group",804530109,"0--14",2082,17,1409,52
"penguin group",1089473609,"0--14",2082,17,1409,52
"penguin group",884604122,"0--451",2082,17,1409,52
"penguin group",921314595,"1--4242",2082,17,1409,52
"penguin group usa",1089853804,"1--9848",2083,17,1409,279
"penguin handbook",422071426,"0--14",2084,17,1390,7
"penguin press",1023858600,"0--7352",2085,88,517,101
"penguin random house",1054388018,"0--8041",2086,17,430,508
"penguin random house",1003823736,"0--8041",2086,17,430,508
"penguin usa",806280819,"1--58567",2087,401,1326,369
"pennsylvania state university press",1049307367,"0--271",2088,40,1345,281
"pennsylvania state university press",1004848854,"0--271",2088,40,1345,281
"pentech press",911577233,"0--7273",2089,1112,1327,1052
"people's medical publishing house",904315946,"1--60795",2090,1113,1328,1759
"perennial",52420862,"0--06",2091,17,711,2
"perennial",60423948,"0--06",2091,17,711,2
"perennial",444616474,"0--06",2091,17,711,2
"perennial",429393084,"0--688",2091,17,711,2
"perennial currents",966569591,"0--06",2092,17,711,2
"perennial library",35720859,"0--06",2093,17,711,2
"perennial library",13794472,"0--06",2093,17,711,2
"perfect crime books",698230509,"1--935797",2094,1123,1329,1760
"perfect edge books",823552702,"1--78099",2095,113,1235,158
"perfection form company",11476640,"0--89598",2096,1101,1330,1053
"performance mastery project",1082146860,"0--578",2097,178,729,109
"pergamon",489753782,"0--08",2098,30,573,168
"pergamon press",878141110,"1--4831",2099,30,573,98
"pergamon press",900888235,"1--4832",2099,30,573,98
"pergamon press",874162252,"1--4831",2099,30,573,98
"pergamon press",878142086,"1--4832",2099,30,573,98
"pergamon press",953188645,"0--08",2099,30,573,98
"pergamon press",1015339160,"1--4831",2099,30,573,98
"pergamon press",962064193,"1--4831",2099,30,573,98
"pergamon press",900884599,"1--4831",2099,30,573,98
"pergamon press",899001081,"1--4831",2099,30,573,98
"pergamon press",899002356,"1--4831",2099,30,573,98
"pergamon press",903963939,"1--4831",2099,30,573,98
"pergamon press",896853703,"1--4831",2099,30,573,98
"pergamon press",896847703,"1--4832",2099,30,573,98
"pergamon press",899003030,"1--4831",2099,30,573,98
"pergamon press",492005136,"0--08",2099,30,573,98
"pergamon press",903964924,"1--4831",2099,30,573,98
"pergamon press",878138017,"1--4831",2099,30,573,98
"pergamon press ltd",899010259,"1--4832",2100,30,573,36
"pergamon press ltd",896853803,"1--4831",2100,30,573,36
"pergamon press ltd",896853628,"1--4832",2100,30,573,36
"perigee",11730349,"0--399",2101,167,228,72
"perigee books",8347589,"0--399",2102,17,228,72
"periplus editions",42748956,"962--593",2103,1097,1331,1054
"periscope",930556624,"1--85964",2104,1099,1332,1761
"perma bound books",883191483,"0--605",2105,17,1764,1983
"permanent press",671491781,"1--57962",2106,1096,1333,1762
"perseus pub",933999163,"0--7382",2107,57,1463,521
"perseus pub",243590923,"0--7382",2107,57,1463,521
"perseverance press",642000480,"1--56474",2108,1103,1334,1055
"perseverance press",893557953,"1--56474",2108,1103,1334,1055
"personality insights",1032305935,"0--9641080",2109,1093,1335,1763
"peter bedrick books",779677612,"0--87226",2009,1202,1286,1039
"peter henry atkins",870300985,"0--646",2110,1094,1336,1764
"peter lang",1043955443,"1--4331",2010,93,1287,105
"peter lang",1024240455,"1--78707",2010,93,1287,105
"peter lang",1031408848,"1--4331",2010,93,1287,105
"peter lang edition",946943764,"3--631",2111,1092,1337,1056
"peter lang publishing inc",951008532,"1--4331",2112,93,1287,105
"peter pauper press inc",468979640,"0--88088",2113,1089,1338,1057
"peterson institute for international economics",1090482519,"0--88132",2114,1090,1339,1058
"peterson institute for international economics",891397151,"0--88132",2114,1090,1339,1058
"peterson's",1005538067,"0--7689",2115,403,1340,482
"peterson's",34788842,"0--7689",2115,403,1340,482
"pflaum publishing group",927438178,"0--937997",2116,1087,1341,1059
"phaidon",863300880,"0--7148",2117,202,1342,201
"phaidon",1037049542,"0--7148",2117,202,1342,201
"phaidon",20850333,"0--7148",2117,202,1342,201
"phaidon press",714761836,"0--7148",2118,202,1342,201
"phaidon press limited",961415234,"0--7148",2119,202,1342,201
"phil's photo",28170805,"0--935603",2120,1088,1343,1060
"philadelphia",855332919,"1--84819",2121,1091,1344,1061
"philadelphia museum of art",860692691,"0--300",2122,40,1345,281
"philadelphia museum of art",493330480,"0--271",2122,40,1345,281
"philip allan updates",906186772,"1--4441",2123,56,539,78
"phoenix",30374711,"1--85799",2124,404,1346,370
"phoenix",889908744,"1--4091",2124,404,1346,370
"phoenix international",953442974,"1--5037",2125,1081,1347,1062
"phoenix rising press",850855968,"1--936429",2126,1082,1348,1063
"piatkus",1022216842,"0--349",2127,365,14,406
"piatkus",1087500943,"0--349",2127,365,14,406
"piatkus",960887146,"0--349",2127,365,14,406
"picador",491669758,"0--312",2128,48,644,17
"picador",83902824,"0--312",2128,48,644,17
"picador usa",41452649,"0--312",2129,48,644,17
"piccolo picture books",271788310,"0--330",2130,24,1039,94
"pickering and chatto",880455055,"1--78144",2131,1073,1349,1765
"pickering and chatto",880457244,"1--78144",2131,1073,1349,1765
"pickering and chatto ltd",907204584,"1--84893",2132,1074,1350,1766
"pickwick publications",1007038548,"1--4982",2133,63,356,54
"picture corgi",1003859472,"0--552",2134,177,256,83
"picture piper",671856885,"0--330",2135,24,1039,94
"picture window books",708331926,"1--4048",2136,273,1351,371
"picture window books",951815367,"1--4795",2136,273,1351,371
"pigtale publishing",899220169,"1--888284",2137,1071,1352,1064
"pilgrim books",7470306,"0--905473",2138,405,1353,372
"pilgrim press",806291896,"0--8298",2139,1069,1354,1767
"pine rim publishing",1023863519,"0--692",2140,61,726,11
"pineapple press inc",849204172,"1--56164",2141,1065,1355,1065
"pineapple press inc",933443612,"1--56164",2141,1065,1355,1065
"pinnacle books",11143232,"0--523",2142,1066,1356,1066
"pinnacle books",7445189,"0--523",2142,1066,1356,1066
"pisgah press",878562449,"0--9853875",2143,1063,1357,1067
"pitkin pictorials",1857164,"0--85372",2144,1062,1358,1768
"pitman",758708560,"0--273",2145,65,821,127
"platte'n press",10912678,"0--939650",2146,1060,1359,1068
"players press",21155347,"0--88734",2147,1058,1360,1069
"plenum press",1058644074,"1--4684",2148,7,1463,22
"plenum press",299767851,"0--306",2148,7,1463,22
"plenum press",904554127,"0--306",2148,7,1463,22
"plenum press",1097162648,"1--4684",2148,7,1463,22
"plenum press",1058843475,"1--4684",2148,7,1463,22
"plenum press",1097084932,"1--4615",2148,7,1463,22
"plenum pub corp",1095089,"0--306",2149,7,1463,22
"plexus",908459643,"0--85965",2150,1055,1361,1070
"plum leaf publishing llc",1020856423,"0--9864069",2151,1054,1362,1071
"plume",910391610,"0--452",2152,17,1390,516
"plume",31594006,"0--452",2152,17,1390,516
"plume",937841179,"1--101",2152,17,1390,516
"plural publishing",1015807452,"1--59756",2153,272,1363,458
"plural publishing",903957531,"1--59756",2153,272,1363,458
"plural publishing inc",961608470,"1--59756",2154,272,1363,458
"pluto press",730502347,"1--84964",2155,406,1364,491
"pluto press",1029997591,"0--7453",2155,406,1364,491
"pluto press",1078658488,"0--7453",2155,406,1364,491
"pocket",776793726,"1--4165",2156,26,324,3
"pocket books",9185488,"0--671",2157,26,324,3
"pocket books",26497340,"0--671",2157,26,324,3
"pocket books",20601710,"0--939149",2157,26,324,3
"pocket books",21238558,"0--671",2157,26,324,3
"pocket books",1053823145,"1--4516",2157,26,324,3
"pocket books",4836497,"0--671",2157,26,324,3
"pocket books",6885112,"0--671",2157,26,324,3
"pocket books",2024540,"0--671",2157,26,324,3
"pocket books",23456673,"0--671",2157,26,324,3
"pocket books",958610909,"1--5011",2157,26,324,3
"pocket books",772105160,"1--4516",2157,26,324,3
"pocket books",6879787,"0--671",2157,26,324,3
"pocket books",613053951,"0--671",2157,26,324,3
"pocket books",8279550,"0--671",2157,26,324,3
"pocket books",65257186,"0--7318",2157,26,324,3
"pocket books",182786595,"1--4165",2157,26,324,3
"pocket books",10227262,"0--671",2157,26,324,3
"pocket books",70269356,"0--7434",2157,26,324,3
"pocket books",51648693,"0--7434",2157,26,324,3
"pocket books",758910226,"1--4391",2157,26,324,3
"pocket books",16721163,"0--671",2157,26,324,3
"pocket books",7675468,"0--671",2157,26,324,3
"pocket books",13661882,"0--671",2157,26,324,3
"pocket books",69173516,"1--4165",2157,26,324,3
"pocket books",300926137,"0--7434",2157,26,324,3
"pocket books",12698423,"0--671",2157,26,324,3
"pocket books",318790915,"1--4165",2157,26,324,3
"pocket star",587219977,"1--4516",2158,26,324,520
"pocket star books",38558076,"0--671",2159,26,324,3
"pogo",1039481460,"1--62031",2160,208,313,249
"point",884439696,"0--545",2161,17,1766,8
"point b inc",900746524,"0--9860462",2162,1043,1365,1769
"poisoned pen press",952466199,"1--4642",2163,260,1366,373
"poisoned pen press",865272498,"1--59058",2163,260,1366,373
"policy press",772844911,"1--283",2164,8,861,509
"policy press",904601644,"1--4473",2164,8,861,509
"policy press",1014201562,"1--4473",2164,8,861,509
"policy press",1007921536,"1--4473",2164,8,861,509
"policy press",956516784,"1--4473",2164,8,861,509
"policy press",906788853,"1--84742",2164,8,861,509
"policy press",1054393277,"1--4473",2164,8,861,509
"policy press",1035795488,"1--4473",2164,8,861,509
"policy press",863535260,"1--4473",2164,8,861,509
"policy press",1000454722,"1--4473",2164,8,861,509
"polity",1056605903,"0--7456",2165,446,1367,197
"polity",903012681,"0--7456",2165,446,1367,197
"polity",1028613671,"0--7456",2165,446,1367,197
"polity",1052847125,"1--5095",2165,446,1367,197
"polity",444444757,"0--7456",2165,446,1367,197
"polity",780567333,"0--7456",2165,446,1367,197
"polity",1080088900,"1--5095",2165,446,1367,197
"polity",780842626,"0--7456",2165,446,1367,197
"polity",441828962,"0--7456",2165,446,1367,197
"polity",856053908,"0--7456",2165,446,1367,197
"polity",442985776,"0--7456",2165,446,1367,197
"polity",899001970,"0--7456",2165,446,1367,197
